OneBody2_E-0.15_ecc0.4_RK4.txt
initial value : [x, y, v_x, v_y] = [2.00,0.00,0.00,0.84] , numerical interval dt = 0.02000 , [M, m] = [ 1, 1]

num|geodesic|
num|newtonian
num|degree, x, y, simple error, relative error
  1|0.000000,2.000000,0.000000,0.000000,0.000000
  2|0.008367,1.999950,0.016733,0.000070,0.003500
  3|0.016733,1.999800,0.033466,0.000280,0.013999
  4|0.025099,1.999550,0.050197,0.000630,0.031496
  5|0.033464,1.999200,0.066926,0.001120,0.055986
  6|0.041828,1.998750,0.083652,0.001750,0.087465
  7|0.050191,1.998200,0.100375,0.002519,0.125928
  8|0.058552,1.997551,0.117094,0.003429,0.171367
  9|0.066911,1.996801,0.133809,0.004478,0.223773
 10|0.075269,1.995952,0.150518,0.005667,0.283137
 11|0.083624,1.995003,0.167221,0.006996,0.349447
 12|0.091977,1.993954,0.183917,0.008464,0.422690
 13|0.100327,1.992806,0.200606,0.010072,0.502854
 14|0.108674,1.991558,0.217287,0.011818,0.589922
 15|0.117018,1.990211,0.233959,0.013704,0.683878
 16|0.125358,1.988765,0.250622,0.015729,0.784705
 17|0.133695,1.987219,0.267275,0.017893,0.892383
 18|0.142027,1.985574,0.283917,0.020196,1.006893
 19|0.150356,1.983831,0.300548,0.022637,1.128213
 20|0.158680,1.981988,0.317167,0.025217,1.256320
 21|0.166999,1.980047,0.333774,0.027935,1.391190
 22|0.175313,1.978007,0.350367,0.030791,1.532799
 23|0.183622,1.975868,0.366946,0.033785,1.681119
 24|0.191926,1.973631,0.383511,0.036916,1.836123
 25|0.200223,1.971296,0.400060,0.040185,1.997783
 26|0.208515,1.968863,0.416594,0.043591,2.166069
 27|0.216801,1.966333,0.433111,0.047134,2.340949
 28|0.225081,1.963704,0.449610,0.050814,2.522391
 29|0.233354,1.960978,0.466092,0.054630,2.710363
 30|0.241620,1.958155,0.482556,0.058583,2.904829
 31|0.249879,1.955235,0.499001,0.062671,3.105755
 32|0.258130,1.952218,0.515425,0.066895,3.313102
 33|0.266374,1.949104,0.531830,0.071255,3.526835
 34|0.274611,1.945893,0.548213,0.075749,3.746914
 35|0.282839,1.942587,0.564575,0.080378,3.973300
 36|0.291059,1.939184,0.580915,0.085142,4.205951
 37|0.299271,1.935686,0.597231,0.090040,4.444827
 38|0.307474,1.932092,0.613525,0.095072,4.689883
 39|0.315668,1.928402,0.629794,0.100237,4.941078
 40|0.323853,1.924618,0.646039,0.105535,5.198366
