OneBody2_E-0.20_ecc0.4_EU1.txt
initial value : [x, y, v_x, v_y] = [1.50,0.00,0.00,0.97] , numerical interval dt = 0.02000 , [M, m] = [ 1, 1]

num|geodesic|
num|newtonian
num|degree, x, y, simple error, relative error
  1|0.000000,1.500000,0.000000,0.000000,0.000000
  2|0.012881,1.500000,0.019322,0.000036,0.002370
  3|0.025761,1.499733,0.038643,0.000409,0.027255
  4|0.038639,1.499289,0.057960,0.001031,0.068721
  5|0.051516,1.498667,0.077274,0.001902,0.126752
  6|0.064390,1.497867,0.096581,0.003022,0.201324
  7|0.077260,1.496890,0.115880,0.004390,0.292409
  8|0.090126,1.495735,0.135170,0.006007,0.399970
  9|0.102986,1.494403,0.154449,0.007871,0.523962
 10|0.115840,1.492894,0.173714,0.009984,0.664336
 11|0.128687,1.491207,0.192966,0.012345,0.821036
 12|0.141527,1.489345,0.212200,0.014953,0.993996
 13|0.154358,1.487305,0.231418,0.017808,1.183147
 14|0.167179,1.485090,0.250615,0.020909,1.388412
 15|0.179991,1.482698,0.269792,0.024258,1.609708
 16|0.192791,1.480131,0.288945,0.027852,1.846945
 17|0.205580,1.477388,0.308074,0.031691,2.100028
 18|0.218357,1.474471,0.327177,0.035776,2.368853
 19|0.231120,1.471378,0.346252,0.040104,2.653313
 20|0.243869,1.468112,0.365298,0.044677,2.953294
 21|0.256604,1.464672,0.384313,0.049493,3.268676
 22|0.269323,1.461058,0.403295,0.054552,3.599332
 23|0.282026,1.457272,0.422243,0.059853,3.945132
 24|0.294711,1.453313,0.441155,0.065395,4.305937
 25|0.307379,1.449183,0.460029,0.071177,4.681607
 26|0.320029,1.444881,0.478865,0.077200,5.071993
 27|0.332659,1.440408,0.497660,0.083461,5.476943
 28|0.345270,1.435765,0.516412,0.089961,5.896299
 29|0.357860,1.430952,0.535121,0.096699,6.329898
 30|0.370429,1.425971,0.553785,0.103673,6.777574
 31|0.382975,1.420821,0.572401,0.110882,7.239155
 32|0.395499,1.415503,0.590970,0.118327,7.714464
 33|0.408000,1.410019,0.609488,0.126005,8.203322
 34|0.420476,1.404368,0.627955,0.133916,8.705544
 35|0.432928,1.398551,0.646368,0.142059,9.220943
 36|0.445355,1.392570,0.664728,0.150432,9.749327
 37|0.457755,1.386424,0.683031,0.159036,10.290500
 38|0.470129,1.380116,0.701277,0.167867,10.844263
 39|0.482476,1.373645,0.719463,0.176927,11.410416
 40|0.494795,1.367012,0.737590,0.186212,11.988752
 41|0.507086,1.360218,0.755655,0.195723,12.579064
 42|0.519348,1.353265,0.773656,0.205457,13.181143
 43|0.531580,1.346152,0.791592,0.215415,13.794774
 44|0.543781,1.338882,0.809463,0.225593,14.419742
 45|0.555952,1.331454,0.827266,0.235992,15.055831
 46|0.568092,1.323870,0.845000,0.246610,15.702821
 47|0.580200,1.316130,0.862664,0.257445,16.360490
 48|0.592276,1.308236,0.880256,0.268496,17.028615
 49|0.604319,1.300189,0.897775,0.279761,17.706973
 50|0.616328,1.291989,0.915220,0.291240,18.395337
 51|0.628304,1.283638,0.932590,0.302931,19.093481
 52|0.640245,1.275137,0.949882,0.314833,19.801176
 53|0.652152,1.266487,0.967096,0.326943,20.518195
