OneBody2_E-0.10_ecc0.0_EU1.txt
initial value : [x, y, v_x, v_y] = [5.00,0.00,0.00,0.45] , numerical interval dt = 0.02000 , [M, m] = [ 1, 1]

num|geodesic|
num|newtonian
num|degree, x, y, simple error, relative error
  1|0.000000,5.000000,0.000000,0.000000,0.000000
  2|0.001789,5.000000,0.008944,0.000000,0.000000
  3|0.003578,4.999976,0.017889,0.000024,0.000480
  4|0.005367,4.999936,0.026833,0.000064,0.001280
  5|0.007155,4.999880,0.035777,0.000120,0.002400
  6|0.008944,4.999808,0.044721,0.000192,0.003840
  7|0.010733,4.999720,0.053665,0.000280,0.005600
  8|0.012522,4.999616,0.062609,0.000384,0.007680
  9|0.014311,4.999496,0.071552,0.000504,0.010080
 10|0.016100,4.999360,0.080496,0.000640,0.012800
 11|0.017889,4.999208,0.089439,0.000792,0.015840
 12|0.019678,4.999040,0.098381,0.000960,0.019200
 13|0.021466,4.998856,0.107324,0.001144,0.022880
 14|0.023255,4.998656,0.116266,0.001344,0.026879
 15|0.025044,4.998440,0.125208,0.001560,0.031199
 16|0.026833,4.998208,0.134150,0.001792,0.035839
 17|0.028622,4.997960,0.143091,0.002040,0.040798
 18|0.030411,4.997696,0.152031,0.002304,0.046078
 19|0.032200,4.997416,0.160971,0.002584,0.051677
 20|0.033989,4.997120,0.169911,0.002880,0.057596
 21|0.035778,4.996808,0.178850,0.003192,0.063835
 22|0.037567,4.996480,0.187789,0.003520,0.070394
 23|0.039355,4.996136,0.196727,0.003864,0.077273
 24|0.041144,4.995776,0.205664,0.004224,0.084471
 25|0.042933,4.995401,0.214601,0.004599,0.091989
 26|0.044722,4.995009,0.223537,0.004991,0.099827
 27|0.046511,4.994601,0.232472,0.005399,0.107985
 28|0.048300,4.994177,0.241407,0.005823,0.116462
 29|0.050089,4.993737,0.250340,0.006263,0.125259
 30|0.051878,4.993281,0.259273,0.006719,0.134376
 31|0.053667,4.992809,0.268206,0.007191,0.143812
 32|0.055456,4.992322,0.277137,0.007678,0.153568
 33|0.057245,4.991818,0.286068,0.008182,0.163643
 34|0.059034,4.991298,0.294997,0.008702,0.174038
 35|0.060823,4.990762,0.303926,0.009238,0.184753
 36|0.062612,4.990211,0.312854,0.009789,0.195787
 37|0.064400,4.989643,0.321780,0.010357,0.207140
 38|0.066189,4.989059,0.330706,0.010941,0.218813
 39|0.067978,4.988460,0.339631,0.011540,0.230805
 40|0.069767,4.987844,0.348554,0.012156,0.243116
 41|0.071556,4.987213,0.357477,0.012787,0.255747
 42|0.073345,4.986565,0.366398,0.013435,0.268696
 43|0.075134,4.985902,0.375319,0.014098,0.281966
 44|0.076923,4.985222,0.384238,0.014778,0.295554
 45|0.078712,4.984527,0.393155,0.015473,0.309461
 46|0.080501,4.983816,0.402072,0.016184,0.323688
 47|0.082290,4.983088,0.410987,0.016912,0.338233
 48|0.084079,4.982345,0.419901,0.017655,0.353098
 49|0.085868,4.981586,0.428814,0.018414,0.368281
 50|0.087657,4.980811,0.437725,0.019189,0.383783
 51|0.089446,4.980020,0.446635,0.019980,0.399604
 52|0.091235,4.979213,0.455544,0.020787,0.415744
 53|0.093024,4.978390,0.464451,0.021610,0.432203
 54|0.094813,4.977551,0.473356,0.022449,0.448981
 55|0.096602,4.976696,0.482261,0.023304,0.466077
 56|0.098391,4.975825,0.491163,0.024175,0.483491
 57|0.100180,4.974939,0.500064,0.025061,0.501224
 58|0.101969,4.974036,0.508964,0.025964,0.519276
 59|0.103758,4.973118,0.517861,0.026882,0.537646
 60|0.105547,4.972183,0.526758,0.027817,0.556334
 61|0.107336,4.971233,0.535652,0.028767,0.575341
 62|0.109125,4.970267,0.544545,0.029733,0.594666
 63|0.110914,4.969285,0.553436,0.030715,0.614309
 64|0.112703,4.968286,0.562325,0.031714,0.634271
 65|0.114492,4.967272,0.571213,0.032728,0.654550
 66|0.116281,4.966243,0.580098,0.033757,0.675147
 67|0.118070,4.965197,0.588982,0.034803,0.696063
 68|0.119859,4.964135,0.597864,0.035865,0.717296
 69|0.121648,4.963058,0.606744,0.036942,0.738847
 70|0.123438,4.961964,0.615623,0.038036,0.760716
 71|0.125227,4.960855,0.624499,0.039145,0.782902
 72|0.127016,4.959730,0.633373,0.040270,0.805406
 73|0.128805,4.958589,0.642245,0.041411,0.828228
 74|0.130594,4.957432,0.651115,0.042568,0.851367
 75|0.132383,4.956259,0.659983,0.043741,0.874823
 76|0.134172,4.955070,0.668849,0.044930,0.898597
 77|0.135961,4.953866,0.677713,0.046134,0.922687
 78|0.137750,4.952645,0.686575,0.047355,0.947096
 79|0.139539,4.951409,0.695435,0.048591,0.971821
 80|0.141328,4.950157,0.704292,0.049843,0.996863
 81|0.143117,4.948889,0.713147,0.051111,1.022222
 82|0.144906,4.947605,0.722000,0.052395,1.047898
 83|0.146695,4.946305,0.730850,0.053695,1.073891
 84|0.148484,4.944990,0.739699,0.055010,1.100200
 85|0.150274,4.943659,0.748544,0.056341,1.126826
 86|0.152063,4.942312,0.757388,0.057688,1.153769
 87|0.153852,4.940949,0.766229,0.059051,1.181028
 88|0.155641,4.939570,0.775068,0.060430,1.208603
 89|0.157430,4.938175,0.783904,0.061825,1.236495
 90|0.159219,4.936765,0.792737,0.063235,1.264702
 91|0.161008,4.935339,0.801568,0.064661,1.293226
 92|0.162797,4.933897,0.810397,0.066103,1.322066
 93|0.164586,4.932439,0.819223,0.067561,1.351222
 94|0.166376,4.930965,0.828046,0.069035,1.380693
 95|0.168165,4.929476,0.836867,0.070524,1.410481
 96|0.169954,4.927971,0.845685,0.072029,1.440583
 97|0.171743,4.926450,0.854501,0.073550,1.471002
 98|0.173532,4.924913,0.863313,0.075087,1.501736
 99|0.175321,4.923361,0.872123,0.076639,1.532785
100|0.177110,4.921793,0.880930,0.078207,1.564150
101|0.178899,4.920209,0.889735,0.079791,1.595829
102|0.180689,4.918609,0.898536,0.081391,1.627824
103|0.182478,4.916993,0.907335,0.083007,1.660133
104|0.184267,4.915362,0.916131,0.084638,1.692758
105|0.186056,4.913715,0.924923,0.086285,1.725697
106|0.187845,4.912052,0.933713,0.087948,1.758951
107|0.189634,4.910374,0.942500,0.089626,1.792519
108|0.191423,4.908680,0.951284,0.091320,1.826402
109|0.193213,4.906970,0.960065,0.093030,1.860599
110|0.195002,4.905244,0.968843,0.094756,1.895110
111|0.196791,4.903503,0.977618,0.096497,1.929936
112|0.198580,4.901746,0.986389,0.098254,1.965075
113|0.200369,4.899974,0.995158,0.100026,2.000528
114|0.202158,4.898185,1.003923,0.101815,2.036295
