OneBody2_E-0.20_ecc0.0_EU1.txt
initial value : [x, y, v_x, v_y] = [2.50,0.00,0.00,0.63] , numerical interval dt = 0.02000 , [M, m] = [ 1, 1]

num|geodesic|
num|newtonian
num|degree, x, y, simple error, relative error
  1|0.000000,2.500000,0.000000,0.000000,0.000000
  2|0.005060,2.500000,0.012649,0.000000,0.000000
  3|0.010119,2.499904,0.025298,0.000096,0.003840
  4|0.015179,2.499744,0.037947,0.000256,0.010240
  5|0.020239,2.499520,0.050594,0.000480,0.019200
  6|0.025299,2.499232,0.063241,0.000768,0.030720
  7|0.030359,2.498880,0.075886,0.001120,0.044799
  8|0.035419,2.498464,0.088529,0.001536,0.061438
  9|0.040479,2.497984,0.101170,0.002016,0.080636
 10|0.045539,2.497440,0.113809,0.002560,0.102392
 11|0.050599,2.496832,0.126445,0.003168,0.126707
 12|0.055659,2.496161,0.139078,0.003839,0.153579
 13|0.060719,2.495425,0.151707,0.004575,0.183008
 14|0.065780,2.494625,0.164333,0.005375,0.214994
 15|0.070840,2.493762,0.176955,0.006238,0.249535
 16|0.075901,2.492834,0.189572,0.007166,0.286632
 17|0.080961,2.491843,0.202185,0.008157,0.326282
 18|0.086022,2.490788,0.214793,0.009212,0.368486
 19|0.091083,2.489669,0.227395,0.010331,0.413241
 20|0.096143,2.488486,0.239992,0.011514,0.460548
 21|0.101204,2.487240,0.252582,0.012760,0.510405
 22|0.106265,2.485930,0.265167,0.014070,0.562810
 23|0.111326,2.484556,0.277744,0.015444,0.617764
 24|0.116387,2.483118,0.290315,0.016882,0.675263
 25|0.121448,2.481617,0.302879,0.018383,0.735307
 26|0.126509,2.480053,0.315435,0.019947,0.797895
 27|0.131571,2.478424,0.327983,0.021576,0.863025
 28|0.136632,2.476733,0.340522,0.023267,0.930695
 29|0.141693,2.474977,0.353054,0.025023,1.000903
 30|0.146755,2.473159,0.365576,0.026841,1.073649
 31|0.151816,2.471277,0.378089,0.028723,1.148930
 32|0.156878,2.469331,0.390593,0.030669,1.226745
 33|0.161939,2.467323,0.403086,0.032677,1.307091
 34|0.167001,2.465251,0.415570,0.034749,1.389966
 35|0.172063,2.463116,0.428043,0.036884,1.475369
 36|0.177125,2.460918,0.440505,0.039082,1.563298
 37|0.182186,2.458656,0.452956,0.041344,1.653750
 38|0.187248,2.456332,0.465396,0.043668,1.746723
 39|0.192310,2.453945,0.477824,0.046055,1.842215
 40|0.197372,2.451494,0.490240,0.048506,1.940223
 41|0.202435,2.448981,0.502643,0.051019,2.040745
 42|0.207497,2.446406,0.515034,0.053594,2.143779
 43|0.212559,2.443767,0.527412,0.056233,2.249322
 44|0.217621,2.441066,0.539776,0.058934,2.357371
 45|0.222684,2.438302,0.552127,0.061698,2.467924
 46|0.227746,2.435476,0.564463,0.064524,2.580978
 47|0.232809,2.432587,0.576786,0.067413,2.696530
 48|0.237871,2.429636,0.589094,0.070364,2.814577
 49|0.242934,2.426622,0.601386,0.073378,2.935117
 50|0.247997,2.423546,0.613664,0.076454,3.058146
 51|0.253059,2.420408,0.625926,0.079592,3.183662
 52|0.258122,2.417208,0.638172,0.082792,3.311661
 53|0.263185,2.413947,0.650402,0.086053,3.442140
 54|0.268248,2.410623,0.662615,0.089377,3.575095
 55|0.273311,2.407237,0.674812,0.092763,3.710524
 56|0.278374,2.403789,0.686991,0.096211,3.848424
 57|0.283437,2.400280,0.699153,0.099720,3.988789
 58|0.288501,2.396710,0.711297,0.103290,4.131618
 59|0.293564,2.393077,0.723423,0.106923,4.276907
 60|0.298627,2.389384,0.735531,0.110616,4.424651
 61|0.303691,2.385629,0.747620,0.114371,4.574848
 62|0.308754,2.381813,0.759690,0.118187,4.727493
 63|0.313818,2.377935,0.771741,0.122065,4.882583
 64|0.318881,2.373997,0.783772,0.126003,5.040114
 65|0.323945,2.369998,0.795783,0.130002,5.200082
 66|0.329009,2.365938,0.807773,0.134062,5.362482
 67|0.334073,2.361817,0.819744,0.138183,5.527312
 68|0.339137,2.357636,0.831693,0.142364,5.694565
 69|0.344201,2.353394,0.843621,0.146606,5.864240
 70|0.349265,2.349092,0.855528,0.150908,6.036330
 71|0.354329,2.344729,0.867413,0.155271,6.210833
 72|0.359393,2.340306,0.879276,0.159694,6.387743
 73|0.364457,2.335824,0.891116,0.164176,6.567056
 74|0.369521,2.331281,0.902934,0.168719,6.748767
 75|0.374586,2.326678,0.914729,0.173322,6.932873
 76|0.379650,2.322016,0.926500,0.177984,7.119367
 77|0.384714,2.317294,0.938248,0.182706,7.308247
 78|0.389779,2.312512,0.949972,0.187488,7.499506
 79|0.394844,2.307671,0.961672,0.192329,7.693141
 80|0.399908,2.302771,0.973347,0.197229,7.889145
 81|0.404973,2.297812,0.984997,0.202188,8.087515
 82|0.410038,2.292794,0.996623,0.207206,8.288245
 83|0.415103,2.287717,1.008222,0.212283,8.491331
 84|0.420168,2.282581,1.019797,0.217419,8.696766
 85|0.425232,2.277386,1.031345,0.222614,8.904547
 86|0.430298,2.272133,1.042866,0.227867,9.114667
 87|0.435363,2.266822,1.054362,0.233178,9.327121
 88|0.440428,2.261452,1.065830,0.238548,9.541905
 89|0.445493,2.256025,1.077271,0.243975,9.759012
 90|0.450558,2.250539,1.088685,0.249461,9.978437
 91|0.455624,2.244996,1.100070,0.255004,10.200174
 92|0.460689,2.239395,1.111428,0.260605,10.424219
 93|0.465755,2.233736,1.122758,0.266264,10.650565
 94|0.470820,2.228020,1.134058,0.271980,10.879207
 95|0.475886,2.222247,1.145330,0.277753,11.110138
 96|0.480952,2.216416,1.156572,0.283584,11.343354
 97|0.486017,2.210529,1.167785,0.289471,11.578847
 98|0.491083,2.204585,1.178969,0.295415,11.816613
 99|0.496149,2.198584,1.190122,0.301416,12.056644
100|0.501215,2.192527,1.201244,0.307473,12.298936
101|0.506281,2.186413,1.212336,0.313587,12.543482
102|0.511347,2.180243,1.223397,0.319757,12.790275
103|0.516413,2.174017,1.234427,0.325983,13.039310
104|0.521480,2.167736,1.245425,0.332264,13.290580
